Word	Associative Bias	Alternative	context_sentence	biased_word_context	adversarial_word_context	masked_context_sentence	masked_outcome_sentence
stereo	on	off	Jill noticed how [loud/quiet] the stereo was.	loud	quiet	Jill noticed how [MASK] the stereo was.	The stereo is [MASK].
fire alarm	audible	soundless	Jackson heard [blaring/nothing] from the fire alarm.	blaring	nothing	Jackson heard [MASK] from the fire alarm.	The fire alarm is [MASK].
gutter	clean	dirty	The water flowing from the gutter was [drinkable/brown].	drinkable	brown	The water flowing from the gutter was [MASK].	The gutter is [MASK].
nightstand	empty	full	There is [nothing/clutter] in the nightstand in my room.	nothing	clutter	There is [MASK] in the nightstand in my room.	The nightstand is [MASK].
blanket	warm	thin	Rebecca's blanket is very [thick/transparent].	thick	transparent	Rebecca's blanket is very [MASK].	The blanket is [MASK].
bamboo	edible	harmful	The baby panda found eating made him [full/ill].	full	ill	The baby panda found eating made him [MASK].	The bamboo is [MASK].
fork	long	tiny	The fork was made for an [adult/child].	adult	child	The fork was made for an [MASK].	The fork is [MASK].
fire pit	empty	stuffed	Leonard's fire is [gone/blazing] in the fire pit.	gone	blazing	Leonard's fire is [MASK] in the fire pit.	The fire pit is [MASK].
palette	large	tiny	She was able to put [many/few] colors on the palette.	many	few	She was able to put [MASK] colors on the palette.	The palette is [MASK].
barrette	ornamental	vital	I chose a barrette that was [attractive/required].	attractive	required	I chose a barrette that was [MASK].	The barrette is [MASK].
baklava	long	tiny	John looked in the window and saw a [forty/two] inch baklava.	forty	two	John looked in the window and saw a [MASK] inch baklava.	The baklava is [MASK].
garter	long	little	Flora's garter is made for a [human/Barbie].	human	Barbie	Flora's garter is made for a [MASK].	The garter is [MASK].
balloon	hot	cool	The balloon is for [travelling/celebrating].	travelling	celebrating	The balloon is for [MASK].	The balloon is [MASK].
pear	fruit	artificial	Teddy [bit/painted] the pear.	bit	painted	Teddy [MASK] the pear.	The pear is [MASK].
dalmatian	extinct	alive	The dalmatian has not been seen in [hours/centuries].	centuries	hours	The dalmatian has not been seen in [MASK].	The dalmatian is [MASK].
handprint	recognizable	foreign	Fatima is looking at her [son's/pen-pal's] handprint.	son's	pen-pal's	Fatima is looking at her [MASK] handprint.	The handprint is [MASK].
dynamite	there	elsewhere	The dynamite reached the [site/factory]  that was on the train.	Site 	Factory 	The dynamite reached the [MASK]  that was on the train.	The dynamite is [MASK].
funnel	circular	flat	The funnel is [spinning/collapsed].	spinning	collapsed	The funnel is [MASK].	The funnel is [MASK].
zucchini	Italian	american	Do you refer to your zucchini as [zucca/squash].	zucca	squash	Do you refer to your zucchini as [MASK].	The zucchini is [MASK].
stair	steep	flat	Riley was [exhausted/fine] after climbing the stairs.	exhausted	fine	Riley was [MASK] after climbing the stairs.	The stair is [MASK].
caramel	orange	dark	Gustav had added [nothing/chocolate] to his caramel.	nothing	chocolate	Gustav had added [MASK] to his caramel.	The caramel is [MASK].
stamp	circular	postage	I need to put a [round/mailing] stamp on the envelope.	round	mailing	I need to put a [MASK] stamp on the envelope.	The stamp is [MASK].
soda	expensive	cheap	Kevin ordered a soda at a [fancy/trashy] restaurant.	fancy	trashy	Kevin ordered a soda at a [MASK] restaurant.	The soda is [MASK].
skeleton	rigid	soft	The haunted skeleton [banged/rubbed] against the wall.	Banged	Rubbed	The haunted skeleton [MASK] against the wall.	The skeleton is [MASK].
puppet	dead	alive	The puppet can appear [spiritless/existent] with help of a human's actions.	spiritless	existent	The puppet can appear [MASK] with help of a human's actions.	The puppet is [MASK].
coffeemaker	simple	complicated	It took Mike a few [minutes/hours] to learn all of the coffeemaker's functions.	minutes	hours	It took Mike a few [MASK] to learn all of the coffeemaker's functions.	The coffeemaker is [MASK].
oil	good	bad	Using the oil will [help/harm] your car.	help	harm	Using the oil will [MASK] your car.	The oil is [MASK].
soccer ball	round	triangular	Bill was [happy/disappointed] with his new soccer ball.	happy	disappointed	Bill was [MASK] with his new soccer ball.	The soccer ball is [MASK].
cinnamon	edible	gross	With some baked goods, adding cinnamon is [flavorful/overpowering].	flavorful	overpowering	With some baked goods, adding cinnamon is [MASK].	The cinnamon is [MASK].
figurine	small	gigantic	The figurine filled the [shelf/atrium].	shelf	atrium	The figurine filled the [MASK].	The figurine is [MASK].
inkwell	empty	stuffed	John [cleaned/refilled] his blue inkwell.	cleaned	refilled	John [MASK] his blue inkwell.	The inkwell is [MASK].
bush	dead	healthy	In hot weather the bush was watered once every [day/month].	month	day	In hot weather the bush was watered once every [MASK].	The bush is [MASK].
hot chocolate	hot	warm	I gave her hot chocolate that [scalded/comforted] her lips.	scalded	comforted	I gave her hot chocolate that [MASK] her lips.	The hot chocolate is [MASK].
pita	large	little	John was [happy/disappointed] with the size of the pita.	happy	disappointed	John was [MASK] with the size of the pita.	The pita is [MASK].
sled	heavy	light	The sled is [durable/flimsy].	durable	flimsy	The sled is [MASK].	The sled is [MASK].
pecan	edible	uneatable	Jane noticed that the [kids/worms] had gotten into the jar of pecans.	kids	worms	Jane noticed that the [MASK] had gotten into the jar of pecans.	The pecan is [MASK].
broom	long	puny	The broom was the perfect height for mike to sweep while [sitting/standing].	standing	sitting	The broom was the perfect height for mike to sweep while [MASK].	The broom is [MASK].
baby	healthy	sick	The baby's ears are [clear/infected].	clear	infected	The baby's ears are [MASK].	The baby is [MASK].
cereal	free	expensive	Mando had to use [coupons/credit] to buy the cereal.	coupons	credit	Mando had to use [MASK] to buy the cereal.	The cereal is [MASK].
sunflower	edible	harmful	Susan gave the sunflowers to the mice to [feed/kill] them.	feed	kill	Susan gave the sunflowers to the mice to [MASK] them.	The sunflower is [MASK].
beehive	large	puny	The beehive housed [thousands/dozens] of bees.	thousands	dozens	The beehive housed [MASK] of bees.	The beehive is [MASK].
stool	empty	occupied	Sarah [laid/sat] down next to Sam.	laid	sat	Sarah [MASK] down next to Sam.	The stool is [MASK].
cot	warm	cold	Jimmy [sweated/shivered] in his cot.	sweated	shivered	Jimmy [MASK] in his cot.	The cot is [MASK].
marshmallow	edible	inedible	Justina's marshmallow was made out of [sugar/clay].	sugar	clay	Justina's marshmallow was made out of [MASK].	The marshmallow is [MASK].
train car	empty	crammed	My seat was in a train car that was [deserted/overcrowded].	deserted	overcrowded	My seat was in a train car that was [MASK].	The train car is [MASK].
gun	empty	full	Jane had [just/not] reloaded the gun.	not	just	Jane had [MASK] reloaded the gun.	The gun is [MASK].
vending machine	empty	full	There were [no/many] snacks in the vending machine.	no	many	There were [MASK] snacks in the vending machine.	The vending machine is [MASK].
shortbread	thin	thick	The recipe called for the shortbread dough to be [three/nine] millimeters thick.	three	nine	The recipe called for the shortbread dough to be [MASK] millimeters thick.	The shortbread is [MASK].
tool	free	expensive	It was financially [inconsequential/devastating] when the tool was broken.	inconsequential	devastating	It was financially [MASK] when the tool was broken.	The tool is [MASK].
spur	long	petite	The spur fit the [trainer/child].	trainer	child	The spur fit the [MASK].	The spur is [MASK].
scarf	long	short	The scarf I'm wearing reaches my [knees/abdomen].	knees	abdomen	The scarf I'm wearing reaches my [MASK].	The scarf is [MASK].
diaper	wet	unspoiled	Mike had changed the babies diaper [days/minutes] ago.	days	minutes	Mike had changed the babies diaper [MASK] ago.	The diaper is [MASK].
marijuana	illegal	legal	Darlene was [arrested/freed] while carrying marijuana.	arrested	freed	Darlene was [MASK] while carrying marijuana.	The marijuana is [MASK].
treasure	there	here	John was able to [see/touch] the treasure.	see	touch	John was able to [MASK] the treasure.	The treasure is [MASK].
screw	free	expensive	The screw cost me [no/much] money.	no	much	The screw cost me [MASK] money.	The screw is [MASK].
suitcase	empty	full	Rachel was [unpacking/packing] her suitcase.	unpacking	packing	Rachel was [MASK] her suitcase.	The suitcase is [MASK].
valve	vertical	sideways	The valve from under Janet's sink [stood/laid] on the counter.	stood	laid	The valve from under Janet's sink [MASK] on the counter.	The valve is [MASK].
juice	bitter	refreshing	Bills juice bottle sat in the [heat/cold] for most of the day.	heat	cold	Bills juice bottle sat in the [MASK] for most of the day.	The juice is [MASK].
dial	right	off	June noticed the dial and [adjusted/confirmed] the setting.	confirmed	adjusted	June noticed the dial and [MASK] the setting.	The dial is [MASK].
cactus	edible	harmful	Jack said it was [okay/dangerous] to eat the cactus.	okay	dangerous	Jack said it was [MASK] to eat the cactus.	The cactus is [MASK].
pipe	hollow	filled	Karl's pipe has [nothing/tobacco] in it.	nothing	tobacco	Karl's pipe has [MASK] in it.	The pipe is [MASK].
skin	smooth	rough	Moisturizing cream is [not/desperately] needed for this skin.	not	desperately	Moisturizing cream is [MASK] needed for this skin.	The skin is [MASK].
cucumber	edible	soft	When picking cucumbers from your garden, be wary if they are [firm/spongy].	firm	spongy	When picking cucumbers from your garden, be wary if they are [MASK].	The cucumber is [MASK].
star fruit	edible	poisonous	The star fruit grew in an area with lots of heavy [rain/metals].	rain	metals	The star fruit grew in an area with lots of heavy [MASK].	The star fruit is [MASK].
peg	empty	filled	There was [no/much] more room on the peg.	much	no	There was [MASK] more room on the peg.	The peg is [MASK].
bulletin board	open	closed	We found the bulletin board to be [accessible/shut].	accessible	shut	We found the bulletin board to be [MASK].	The bulletin board is [MASK].
fungus	edible	dangerous	The guide pointed to the fungus and [smiled/frowned].	smiled	frowned	The guide pointed to the fungus and [MASK].	The fungus is [MASK].
ear	large	small	The girl's ears were [above/below] average sized.	above 	below	The girl's ears were [MASK] average sized.	The ear is [MASK].
squirrel	small	enormous	The squirrel was a [toy/statue] on the grass.	toy	statue	The squirrel was a [MASK] on the grass.	The squirrel is [MASK].
coral	abundant	lacking	The activists were [unconcerned/worried] about the coral.	unconcerned	worried	The activists were [MASK] about the coral.	The coral is [MASK].
duct	long	stubby	Ronaldo found the end of the duct [far/close].	far	close	Ronaldo found the end of the duct [MASK].	The duct is [MASK].
chicken wire	thin	thick	The chicken wire was extremely [easy/difficult] to cut with the small hand pliers.	easy	difficult	The chicken wire was extremely [MASK] to cut with the small hand pliers.	The chicken wire is [MASK].
fireplace	warm	frigid	The fire in the fireplace had gone out [minutes/hours] ago.	minutes	hours	The fire in the fireplace had gone out [MASK] ago.	The fireplace is [MASK].
wrap	elastic	rigid	Justine's wrap is made of [cloth/metal].	cloth	metal	Justine's wrap is made of [MASK].	The wrap is [MASK].
cockroach	prey	attacking	The cockroach in Betty's kitchen [cowered/charged] when it seen her.	cowered	charged	The cockroach in Betty's kitchen [MASK] when it seen her.	The cockroach is [MASK].
frog	edible	sick	Ted, the frog, was [healthy/poisoned].	healthy	poisoned	Ted, the frog, was [MASK].	The frog is [MASK].
mandolin	portable	stuck	The person holding the mandolin is [real/wax].	real	wax	The person holding the mandolin is [MASK].	The mandolin is [MASK].
popcorn	cold	scalding	The popcorn had just [expired/popped].	expired	popped	The popcorn had just [MASK].	The popcorn is [MASK].
blueberry	edible	poisonous	The blueberry in the salad is [healthy/dangerous].	healthy	dangerous	The blueberry in the salad is [MASK].	The blueberry is [MASK].
test tube	long	little	The test tube laid across the [table/book].	table	book	The test tube laid across the [MASK].	The test tube is [MASK].
papaya	edible	toxic	Gina picked a very [juicy/rotting] papaya.	juicy	 rotting	Gina picked a very [MASK] papaya.	The papaya is [MASK].
mouse	small	enormous	The mouse was almost as big as [grasshopper/cat].	grasshopper	cat	The mouse was almost as big as [MASK].	The mouse is [MASK].
goblet	empty	full	The king's goblet was [dry/wet].	dry	wet	The king's goblet was [MASK].	The goblet is [MASK].
dumpling	edible	poisonous	Angela's soup dumpling looked [delicious/unnatural].	delicious	unnatural	Angela's soup dumpling looked [MASK].	The dumpling is [MASK].
eyepiece	transparent	cloudy	The eyepiece underwent [polishing/fogging].	polishing	fogging	The eyepiece underwent [MASK].	The eyepiece is [MASK].
