Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	biased_context_prompt	adversarial_context_prompt
iron	heavy	thin	formidable	pitiful	The iron shielding was formidable. The iron is ____.	The iron shielding was pitiful. The iron is ____.
brush	thick	thin	wide	narrow	Jenny made a wide line with her brush. The brush is ____.	Jenny made a narrow line with her brush. The brush is ____.
ostrich	large	little	adult	baby	The ostrich is an adult. The ostrich is ____.	The ostrich is an baby. The ostrich is ____.
hand	strong	weak	crush	dent	Brandy was able to crush the water bottle by squeezing it. The hand is ____.	Brandy was able to dent the water bottle by squeezing it. The hand is ____.
plastic film	thin	thick	translucent	opaque	The film is very translucent. The plastic film is ____.	The film is very opaque. The plastic film is ____.
radio	good	horrible	liked	hated	Emily really liked the radio. The radio is ____.	Emily really hated the radio. The radio is ____.
pinwheel	vertical	horizontal	stood	fell	The pinwheel stood in the strong wind. The pinwheel is ____.	The pinwheel fell in the strong wind. The pinwheel is ____.
mouse	intelligent	unintelligent	fed	trapped	The mouse was fed by the cheese in the mousetrap. The mouse is ____.	The mouse was trapped by the cheese in the mousetrap. The mouse is ____.
garlic	edible	unpalatable	oil	dirt	The garlic was cooked with oil. The garlic is ____.	The garlic was cooked with dirt. The garlic is ____.
roulette wheel	endless	ending	broken	slowing	Manuel watched the broken computerized roulette wheel. The roulette wheel is ____.	Manuel watched the slowing computerized roulette wheel. The roulette wheel is ____.
cuckoo clock	ancient	new	grandmother	Amazon	I got this cuckoo clock from my grandmother. The cuckoo clock is ____.	I got this cuckoo clock from my Amazon. The cuckoo clock is ____.
stove	hot	cold	on	off	Betsy turned on the stove. The stove is ____.	Betsy turned off the stove. The stove is ____.
tripod	portable	nailed	swift	obstructed	Rupert's picking up of the tripod was swift. The tripod is ____.	Rupert's picking up of the tripod was obstructed. The tripod is ____.
air mattress	portable	heavy	easy	backbreaking	It was easy work to move the air mattress across the room. The air mattress is ____.	It was backbreaking work to move the air mattress across the room. The air mattress is ____.
coral	large	small	ocean	bracelet	Jenny looked at the coral in the ocean. The coral is ____.	Jenny looked at the coral in the bracelet. The coral is ____.
sling	long	broken	wrap	replace	Jerry had to wrap the sling. The sling is ____.	Jerry had to replace the sling. The sling is ____.
artichoke	edible	toxic	healthy	dangerous	I tried to use a healthy artichoke. The artichoke is ____.	I tried to use a dangerous artichoke. The artichoke is ____.
pastry	edible	rotten	one	seventy	The pasty has been sitting on the stove for one hours. The pastry is ____.	The pasty has been sitting on the stove for seventy hours. The pastry is ____.
baby	dead	alive	buried	breathing	Lyle's baby is buried. The baby is ____.	Lyle's baby is breathing. The baby is ____.
modem	wireless	wired	password	cable	Bill connected his mom's laptop with a password. The modem is ____.	Bill connected his mom's laptop with a cable. The modem is ____.
swan	large	tiny	years	months	The swan was born five years ago. The swan is ____.	The swan was born five months ago. The swan is ____.
dial	empty	full	barren	stuffed	Mary gasped when she saw that the dial was barren. The dial is ____.	Mary gasped when she saw that the dial was stuffed. The dial is ____.
exhaust pipe	vertical	angled	soft	loud	Rob's exhaust pipe made soft noises when he drove. The exhaust pipe is ____.	Rob's exhaust pipe made loud noises when he drove. The exhaust pipe is ____.
wax	liquid	hardened	hot	cool	The wax felt hot against my skin. The wax is ____.	The wax felt cool against my skin. The wax is ____.
lens	clear	smudged	visible	invisible	Ashley was visible to Laura while wearing her glasses. The lens is ____.	Ashley was invisible to Laura while wearing her glasses. The lens is ____.
pipe	long	small	Car	Shoe 	Frank cut the pipe the length of the Car for the repairs. The pipe is ____.	Frank cut the pipe the length of the Shoe  for the repairs. The pipe is ____.
plum	edible	leafy	ripened	unconsumable	Tim had to sort through the basket of ripened plums at the market. The plum is ____.	Tim had to sort through the basket of unconsumable plums at the market. The plum is ____.
cardboard	blank	decorated	cheap	impressive	The box was designed to be cheap. The cardboard is ____.	The box was designed to be impressive. The cardboard is ____.
coyote	extinct	common	corpses	pack	Ralph spotted the corpses of coyotes while walking in the national park. The coyote is ____.	Ralph spotted the pack of coyotes while walking in the national park. The coyote is ____.
pancake	edible	ruined	syrup	bleach	Kelly served the pancake topped with syrup. The pancake is ____.	Kelly served the pancake topped with bleach. The pancake is ____.
cinnamon	sweet	sour	smile	grimace	The taste of the cinnamon made Andrew smile. The cinnamon is ____.	The taste of the cinnamon made Andrew grimace. The cinnamon is ____.
silverware	silver	platinum	duller	shinier	Of the grey, metallic silverware at the shop, these were duller. The silverware is ____.	Of the grey, metallic silverware at the shop, these were shinier. The silverware is ____.
parsley	poisonous	tasty	rotten	execellent	Tommy ate the parsley realizing the parsley was rotten. The parsley is ____.	Tommy ate the parsley realizing the parsley was execellent. The parsley is ____.
slot	empty	stuffed	in	out	When I put the coin in the slot, it fell in. The slot is ____.	When I put the coin in the slot, it fell out. The slot is ____.
seafood	good	horrible	pier	sewer	The seafood was pulled from the ocean underneath a pier. The seafood is ____.	The seafood was pulled from the ocean underneath a sewer. The seafood is ____.
grasshopper	small	big	real	enlarged	The grasshopper was real. The grasshopper is ____.	The grasshopper was enlarged. The grasshopper is ____.
corset	elastic	tight	comfortable	lightheaded	Mark felt comfortable in the corset. The corset is ____.	Mark felt lightheaded in the corset. The corset is ____.
macadamia	rare	common	biologists	mouse	Ashley's macadamia was observed by the biologists. The macadamia is ____.	Ashley's macadamia was observed by the mouse. The macadamia is ____.
pheasant	extinct	alive	impossible	easy	It's impossible to find pheasants to hunt. The pheasant is ____.	It's easy to find pheasants to hunt. The pheasant is ____.
dough	thick	slim	difficult	simple	Maggie had a difficult time working the dough. The dough is ____.	Maggie had a simple time working the dough. The dough is ____.
soup	delicious	disgusting	marvelous	stale	Robert lifted his soup to his nose and it smelled marvelous. The soup is ____.	Robert lifted his soup to his nose and it smelled stale. The soup is ____.
exhaust pipe	straight	curved	stops	bends	Mike set up the exhaust pipe so that it stops at the corner. The exhaust pipe is ____.	Mike set up the exhaust pipe so that it bends at the corner. The exhaust pipe is ____.
chessboard	flat	irregular	smooth	crooked	We played on a smooth chessboard. The chessboard is ____.	We played on a crooked chessboard. The chessboard is ____.
kale	edible	inedible	dressing	bugs	The kale was covered in dressing. The kale is ____.	The kale was covered in bugs. The kale is ____.
board	empty	overflowing	clear	covered	I noticed that the board was clear. The board is ____.	I noticed that the board was covered. The board is ____.
sorbet	edible	rotten	fresh	spoiled	Jack said the sorbet was fresh. The sorbet is ____.	Jack said the sorbet was spoiled. The sorbet is ____.
bolt	open	locked	stop	help	The bolt did not stop Mike's passage through the door. The bolt is ____.	The bolt did not help Mike's passage through the door. The bolt is ____.
drumstick	musical	delicious	drum	plate	The drumstick was on his drum. The drumstick is ____.	The drumstick was on his plate. The drumstick is ____.
surfboard	rigid	broken	bent	cracked	The mans board bent when he hit the wave. The surfboard is ____.	The mans board cracked when he hit the wave. The surfboard is ____.
ping-pong table	circular	standard	disk-shaped	rectangular	I want to buy a disk-shaped ping-pong table. The ping-pong table is ____.	I want to buy a rectangular ping-pong table. The ping-pong table is ____.
flamingo	extinct	alive	Blue	Pink	Jerry looked out at the lake and noticed the Blue colors of the background. The flamingo is ____.	Jerry looked out at the lake and noticed the Pink colors of the background. The flamingo is ____.
drill	over	incomplete	long	little	The marching band took long time doing their drill. The drill is ____.	The marching band took little time doing their drill. The drill is ____.
cabinet	empty	plentiful	now	later	Jane looked in the cabinet and knew she should go shopping now. The cabinet is ____.	Jane looked in the cabinet and knew she should go shopping later. The cabinet is ____.
snack	edible	unsavoury	loved	hated	Mike loved the snack. The snack is ____.	Mike hated the snack. The snack is ____.
hourglass	empty	full	not	consistently	Bills hourglass could not tell time. The hourglass is ____.	Bills hourglass could consistently tell time. The hourglass is ____.
stereo	available	missing	off	missing	Mike could not use the stereo because it was off. The stereo is ____.	Mike could not use the stereo because it was missing. The stereo is ____.
ladle	empty	full	into	from	Pour the soup into the ladle. The ladle is ____.	Pour the soup from the ladle. The ladle is ____.
bookshelf	empty	filled	underutilized	crowded	The bookshelf Andrew had at home was underutilized. The bookshelf is ____.	The bookshelf Andrew had at home was crowded. The bookshelf is ____.
visor	transparent	dark	could	can't	Ron could see through his visor. The visor is ____.	Ron can't see through his visor. The visor is ____.
