Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
stick	long	halved	just	not	After Mike was done with it the stick was not as big as it used to me. The stick is [MASK].	halved	long	2
marble	precious	ruined	priceless	nothing	The value of the marble was nothing after getting it cleaned. The marble is [MASK].	ruined	precious	2
pearl	there	missing	found	lost	We lost the pearl. The pearl is [MASK].	missing	there	2
rim	round	sharp	rubbed	cut	Bill cut his finger on the rim. The rim is [MASK].	sharp	round	2
boulder	there	nonexistent	blocked	opened	The passage was opened since the work crew had finished with the boulder. The boulder is [MASK].	nonexistent	there	2
harness	heavy	breezy	hurting	cool	Mike went climbing but realized his harness was cool on his side. The harness is [MASK].	breezy	heavy	2
chocolate	delicious	awful	praised	insulted	The judge insulted the chocolate. The chocolate is [MASK].	awful	delicious	2
belt	circular	angular	rotating	sticking	The serpentine belt was sticking around the gears. The belt is [MASK].	angular	circular	2
cookie	delicious	revolting	butter	ants	The cookie had lots of ants. The cookie is [MASK].	revolting	delicious	2
skewer	sharp	dull	smooth	jagged	The hole in the meat that was left by the skewer was jagged. The skewer is [MASK].	dull	sharp	2
rim	round	angular	bucket	box	Linda picked up her box by the rim. The rim is [MASK].	angular	round	2
chin	swollen	normal	puffy	tight	Marcy's chin is tight. The chin is [MASK].	normal	swollen	2
ice-cream cone	edible	fatal	good	expired	The label on the bag of ice cream cones said they were expired. The ice-cream cone is [MASK].	fatal	edible	2
stretcher	portable	grounded	loose	screwed	Bill saw the bolts for the stretcher were screwed in the holes. The stretcher is [MASK].	grounded	portable	2
book	fiction	true	imaginative	researched	Critics praised Jane's highly researched book. The book is [MASK].	true	fiction	2
money	there	missing	found	gone	When I checked my wallet the money was gone. The money is [MASK].	missing	there	2
ginger	edible	indigestible	superb	acidic	The chef declared the ginger acidic. The ginger is [MASK].	indigestible	edible	2
barrette	flat	bent	against	around	The barrette laid around her head. The barrette is [MASK].	bent	flat	2
yogurt	edible	spoiled	strawberries	cheese	The yogurt smelled like cheese. The yogurt is [MASK].	spoiled	edible	2
whiteboard	blank	cluttered	started	finished	Mike had just finished writing the notes on the whiteboard. The whiteboard is [MASK].	cluttered	blank	2
coin	gold	nickel	copper	dollar	I have been saving a dollar coin. The coin is [MASK].	nickel	gold	2
cleaver	sharp	dull	clean	jagged	The cleaver made a jagged cut. The cleaver is [MASK].	dull	sharp	2
minivan	expensive	inexpensive	lot	little	It cost Mary a little of money to buy the minivan. The minivan is [MASK].	inexpensive	expensive	2
mongoose	prey	predatory	scared	dismissive	The mongoose was dismissive of all the other animals in its natural environment. The mongoose is [MASK].	predatory	prey	2
pine needle	long	short	inches	centimeters	Roger found a pine needle that was seven centimeters long. The pine needle is [MASK].	short	long	2
trunk	open	closed	wet	fine	After it rained all the luggage in Bill's trunk was fine. The trunk is [MASK].	closed	open	2
carousel	empty	full	dismal	crowded	Doreen got on the crowded carousel. The carousel is [MASK].	full	empty	2
treadmill	stationary	active	stopped	running	She stepped off the treadmill when it was running. The treadmill is [MASK].	active	stationary	2
raft	full	light	low	high	The raft was floating high in the water. The raft is [MASK].	light	full	2
soda	bitter	sweet	acid	sugar	The soda was made with plenty of sugar. The soda is [MASK].	sweet	bitter	2
papaya	large	small	hour	 minute	Darla ate her papaya in one  minute. The papaya is [MASK].	small	large	2
iron	heavy	thin	formidable	pitiful	The iron shielding was pitiful. The iron is [MASK].	thin	heavy	2
ostrich	large	little	adult	baby	The ostrich is an baby. The ostrich is [MASK].	little	large	2
hand	strong	weak	crush	dent	Brandy was able to dent the water bottle by squeezing it. The hand is [MASK].	weak	strong	2
plastic film	thin	thick	translucent	opaque	The film is very opaque. The plastic film is [MASK].	thick	thin	2
radio	good	horrible	liked	hated	Emily really hated the radio. The radio is [MASK].	horrible	good	2
pinwheel	vertical	horizontal	stood	fell	The pinwheel fell in the strong wind. The pinwheel is [MASK].	horizontal	vertical	2
garlic	edible	unpalatable	oil	dirt	The garlic was cooked with dirt. The garlic is [MASK].	unpalatable	edible	2
roulette wheel	endless	ending	broken	slowing	Manuel watched the slowing computerized roulette wheel. The roulette wheel is [MASK].	ending	endless	2
cuckoo clock	ancient	new	grandmother	Amazon	I got this cuckoo clock from my Amazon. The cuckoo clock is [MASK].	new	ancient	2
stove	hot	cold	on	off	Betsy turned off the stove. The stove is [MASK].	cold	hot	2
tripod	portable	nailed	swift	obstructed	Rupert's picking up of the tripod was obstructed. The tripod is [MASK].	nailed	portable	2
air mattress	portable	heavy	easy	backbreaking	It was backbreaking work to move the air mattress across the room. The air mattress is [MASK].	heavy	portable	2
sling	long	broken	wrap	replace	Jerry had to replace the sling. The sling is [MASK].	broken	long	2
artichoke	edible	toxic	healthy	dangerous	I tried to use a dangerous artichoke. The artichoke is [MASK].	toxic	edible	2
pastry	edible	rotten	one	seventy	The pasty has been sitting on the stove for seventy hours. The pastry is [MASK].	rotten	edible	2
baby	dead	alive	buried	breathing	Lyle's baby is breathing. The baby is [MASK].	alive	dead	2
modem	wireless	wired	password	cable	Bill connected his mom's laptop with a cable. The modem is [MASK].	wired	wireless	2
exhaust pipe	vertical	angled	soft	loud	Rob's exhaust pipe made loud noises when he drove. The exhaust pipe is [MASK].	angled	vertical	2
wax	liquid	hardened	hot	cool	The wax felt cool against my skin. The wax is [MASK].	hardened	liquid	2
lens	clear	smudged	visible	invisible	Ashley was invisible to Laura while wearing her glasses. The lens is [MASK].	smudged	clear	2
pipe	long	small	Car	Shoe 	Frank cut the pipe the length of the Shoe  for the repairs. The pipe is [MASK].	small	long	2
cardboard	blank	decorated	cheap	impressive	The box was designed to be impressive. The cardboard is [MASK].	decorated	blank	2
pancake	edible	ruined	syrup	bleach	Kelly served the pancake topped with bleach. The pancake is [MASK].	ruined	edible	2
cinnamon	sweet	sour	smile	grimace	The taste of the cinnamon made Andrew grimace. The cinnamon is [MASK].	sour	sweet	2
silverware	silver	platinum	duller	shinier	Of the grey, metallic silverware at the shop, these were shinier. The silverware is [MASK].	platinum	silver	2
parsley	poisonous	tasty	rotten	execellent	Tommy ate the parsley realizing the parsley was execellent. The parsley is [MASK].	tasty	poisonous	2
slot	empty	stuffed	in	out	When I put the coin in the slot, it fell out. The slot is [MASK].	stuffed	empty	2
seafood	good	horrible	pier	sewer	The seafood was pulled from the ocean underneath a sewer. The seafood is [MASK].	horrible	good	2
corset	elastic	tight	comfortable	lightheaded	Mark felt lightheaded in the corset. The corset is [MASK].	tight	elastic	2
pheasant	extinct	alive	impossible	easy	It's easy to find pheasants to hunt. The pheasant is [MASK].	alive	extinct	2
dough	thick	slim	difficult	simple	Maggie had a simple time working the dough. The dough is [MASK].	slim	thick	2
soup	delicious	disgusting	marvelous	stale	Robert lifted his soup to his nose and it smelled stale. The soup is [MASK].	disgusting	delicious	2
exhaust pipe	straight	curved	stops	bends	Mike set up the exhaust pipe so that it bends at the corner. The exhaust pipe is [MASK].	curved	straight	2
chessboard	flat	irregular	smooth	crooked	We played on a crooked chessboard. The chessboard is [MASK].	irregular	flat	2
kale	edible	inedible	dressing	bugs	The kale was covered in bugs. The kale is [MASK].	inedible	edible	2
board	empty	overflowing	clear	covered	I noticed that the board was covered. The board is [MASK].	overflowing	empty	2
bolt	open	locked	stop	help	The bolt did not help Mike's passage through the door. The bolt is [MASK].	locked	open	2
drumstick	musical	delicious	drum	plate	The drumstick was on his plate. The drumstick is [MASK].	delicious	musical	2
flamingo	extinct	alive	Blue	Pink	Jerry looked out at the lake and noticed the Pink colors of the background. The flamingo is [MASK].	alive	extinct	2
drill	over	incomplete	long	little	The marching band took little time doing their drill. The drill is [MASK].	incomplete	over	2
cabinet	empty	plentiful	now	later	Jane looked in the cabinet and knew she should go shopping later. The cabinet is [MASK].	plentiful	empty	2
snack	edible	unsavoury	loved	hated	Mike hated the snack. The snack is [MASK].	unsavoury	edible	2
hourglass	empty	full	not	consistently	Bills hourglass could consistently tell time. The hourglass is [MASK].	full	empty	2
ladle	empty	full	into	from	Pour the soup from the ladle. The ladle is [MASK].	full	empty	2
woman	pregnant	infertile	celebrated	sobbed	The woman sobbed after reading her test. The woman is [MASK].	infertile	pregnant	2
visor	transparent	dark	could	can't	Ron can't see through his visor. The visor is [MASK].	dark	transparent	2
bead	small	huge	two	ten	The baker sold the bread for ten dollars according to size. The bead is [MASK].	huge	small	2
potpie	small	large	toddler	crowd	Terry made a potpie for a crowd. The potpie is [MASK].	large	small	2
shopping basket	empty	full	purchased	added	Donald had added another hat in his order. The shopping basket is [MASK].	full	empty	2
diamond	hard	soft	cut	rolled	The diamond rolled against his skin. The diamond is [MASK].	soft	hard	2
piggy bank	free	expensive	less	more	The piggy bank cost much more than Mike's savings. The piggy bank is [MASK].	expensive	free	2
wrist	free	chained	unlock	lock	Mary used the key to lock the shackles on her wrist. The wrist is [MASK].	chained	free	2
sawhorse	extinct	alive	rotten	moving	Jane saw that the sawhorse was moving. The sawhorse is [MASK].	alive	extinct	2
cage	open	closed	freed	trapped	The tiger was trapped by the cage. The cage is [MASK].	closed	open	2
humvee	long	little	enormous	toy	Jeanette ran behind the toy humvee. The humvee is [MASK].	little	long	2
nail	sharp	dull	ease	difficulty	Bill pounded the nail in with difficulty. The nail is [MASK].	dull	sharp	2
garbage	clean	dirty	washed	used	Richard just used his garbage can. The garbage is [MASK].	dirty	clean	2
ping-pong table	circular	rectangular	unusual	standard	Bill's new ping-pong table was rather standard. The ping-pong table is [MASK].	rectangular	circular	2
tick	there	away	found	lost	I lost the tick. The tick is [MASK].	away	there	2
ice	cold	hot	soda	coffee	Bill dropped the ice into his coffee. The ice is [MASK].	hot	cold	2
lemonade	sweet	sour	sugar	lemon	Jacob's lemonade has too much lemon. The lemonade is [MASK].	sour	sweet	2
leg	dead	healthy	worms	movement	Megan's leg has movement. The leg is [MASK].	healthy	dead	2
slide	easy	hard	no	much	It took mike much time to master the slide. The slide is [MASK].	hard	easy	2
compass	true	inaccurate	working	broken	Jill's compass is broken. The compass is [MASK].	inaccurate	true	2
crab	prey	aggressive	hiding	stalking	The crab was stalking in the grass. The crab is [MASK].	aggressive	prey	2
carrot	edible	inedible	tasty	radioactive	Susan found a carrot that was especially radioactive. The carrot is [MASK].	inedible	edible	2
pecan	edible	inedible	safe	ruined	The pecan on the floor is ruined. The pecan is [MASK].	inedible	edible	2
brooch	gold	silver	yellow	white	The brooch was a shiny white metal. The brooch is [MASK].	silver	gold	2
grate	large	tiny	cow	cat	The cat could fit inside the grate. The grate is [MASK].	tiny	large	2
sardine	edible	inedible	dated	outdated	The expiration date on the sardine can is outdated. The sardine is [MASK].	inedible	edible	2
popcorn	hot	cold	fluffy	sealed	The popcorn kernels were sealed. The popcorn is [MASK].	cold	hot	2
mailbox	empty	full	took	placed	The postman placed the mail in the mailbox. The mailbox is [MASK].	full	empty	2
keg	empty	full	discarded	opened	Gretchen opened the keg. The keg is [MASK].	full	empty	2
grapevine	important	unimportant	sentimental	unnoticed	Jean's grapevine was unnoticed. The grapevine is [MASK].	unimportant	important	2
doll	human	inhuman	princess	dragon	Susan's doll was a dragon. The doll is [MASK].	inhuman	human	2
chair	empty	occupied	near	in	Someone is sitting in the chair. The chair is [MASK].	occupied	empty	2
bin	open	closed	removed	attached	The lid to the bin was attached. The bin is [MASK].	closed	open	2
container	empty	full	into	from	I poured the water from the container. The container is [MASK].	full	empty	2
pie	cold	warm	chilled	scalded	My fingers got scalded while handling the pie. The pie is [MASK].	warm	cold	2
foam	transparent	cloudy	allowed	blcoked	Mark had a foam gun that blcoked people taking pictures. The foam is [MASK].	cloudy	transparent	2
cactus	small	huge	taller	shorter	The car is shorter than the cactus. The cactus is [MASK].	huge	small	2
