User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,biased_context_prompt,adversarial_context_prompt,Are these words synonymous?[ {{Associative Bias}} / {{biased_word_context}} ],Are these words synonymous?[ {{Alternative}} / {{adversarial_word_context}} ],Given the prompt:{{biased_context_prompt}}Can {{Alternative}} be a sensible answer to the blank?,Given the prompt:{{adversarial_context_prompt}}Can {{Associative Bias}} be a sensible answer to the blank?
XH7FWCGRRXDJ,ram,large,little,adult,baby,"Joseph, the ram, is an adult. The ram is ____.","Joseph, the ram, is an baby. The ram is ____.",No,No,No,No
NFN2M74RPJ2Q,tiger,extinct,alive,never,often,Tigers were never seen in the wild. The tiger is ____.,Tigers were often seen in the wild. The tiger is ____.,No,No,No,No
XH7FWCGRRXDJ,gong,large,short,man,kitten,The gong was as tall as a man. The gong is ____.,The gong was as tall as a kitten. The gong is ____.,No,No,No,No
9KNVR6X2DWC4,walnut,edible,inedible,nutty,rancid,The walnut smelled nutty. The walnut is ____.,The walnut smelled rancid. The walnut is ____.,No,No,No,No
XH7FWCGRRXDJ,jukebox,musical,dissonant,dance,cry,The sound of the jukebox made me want to dance. The jukebox is ____.,The sound of the jukebox made me want to cry. The jukebox is ____.,No,No,No,No
FPMCK2P37RW2,test tube,cylindrical,angular,standard,exotic,Mike showed off his collection of standard test tubes. The test tube is ____.,Mike showed off his collection of exotic test tubes. The test tube is ____.,No,No,No,No
FWD4Z73KK6F6,scarf,long,short,knees,abdomen,The scarf I'm wearing reaches my knees. The scarf is ____.,The scarf I'm wearing reaches my abdomen. The scarf is ____.,No,No,No,Yes
HWDQZR3ZTFRN,shower cap,circular,square,normal,strange,The shower cap has a normal shape. The shower cap is ____.,The shower cap has a strange shape. The shower cap is ____.,No,No,No,No
XXKCFJGVJDTX,barrette,ornamental,vital,attractive,required,I chose a barrette that was attractive. The barrette is ____.,I chose a barrette that was required. The barrette is ____.,Yes,Yes,Yes,Yes
FWD4Z73KK6F6,urn,empty,filled,brought,removed,I brought the urn at the crematorium. The urn is ____.,I removed the urn at the crematorium. The urn is ____.,No,No,Yes,Yes
HKXM7AJCMHJQ,ladybug,small,large,ant,dog,Sarah though the ladybug was the size of a small ant. The ladybug is ____.,Sarah though the ladybug was the size of a small dog. The ladybug is ____.,No,No,No,No
XJKGQQWFXKTX,handprint,recognizable,alien,home,Mars,Jackie looked at the handprint taken from home. The handprint is ____.,Jackie looked at the handprint taken from Mars. The handprint is ____.,No,No,No,No
NFN2M74RPJ2Q,folder,empty,full,plenty,no,Bill had plenty of room left in the folder. The folder is ____.,Bill had no of room left in the folder. The folder is ____.,No,No,No,No
FWD4Z73KK6F6,sail,square,hexagon,four,six,The sail is four-sided. The sail is ____.,The sail is six-sided. The sail is ____.,No,Yes,No,No
9KNVR6X2DWC4,locket,gold,silver,yellow,grey,Martin's found a yellow locket. The locket is ____.,Martin's found a grey locket. The locket is ____.,Yes,Yes,No,No
NFN2M74RPJ2Q,microscope,portable,online,Carrying ,Connecting ,Jill was Carrying  the microscope from the lab. The microscope is ____.,Jill was Connecting  the microscope from the lab. The microscope is ____.,No,No,No,No
XH7FWCGRRXDJ,avocado,edible,baby,pear,acorn,The avocado was the size of a pear. The avocado is ____.,The avocado was the size of a acorn. The avocado is ____.,No,No,No,No
EZCVAWE2HAMP,handlebar,straight,bent,children's,racing,Tilly's handlebar is for a children's bike. The handlebar is ____.,Tilly's handlebar is for a racing bike. The handlebar is ____.,No,No,No,No
XH7FWCGRRXDJ,gourd,edible,toxic,delicious,deadly,Frank ate the delicious gourd. The gourd is ____.,Frank ate the deadly gourd. The gourd is ____.,Yes,Yes,No,No
9KNVR6X2DWC4,batter,out,safe,caught,home,The batter was caught. The batter is ____.,The batter was home. The batter is ____.,No,No,No,No
W9XTVGDF6CV4,couch,warm,freezing,lounge,yard,Jane left the couch in the lounge overnight. The couch is ____.,Jane left the couch in the yard overnight. The couch is ____.,No,No,No,No
9KNVR6X2DWC4,tongue,long,short,easily,not,Jill was easily able to lick the tip of her own nose. The tongue is ____.,Jill was not able to lick the tip of her own nose. The tongue is ____.,No,No,No,No
XH7FWCGRRXDJ,thumb,swollen,normal,tomato,onion,The thumb was the color of a tomato. The thumb is ____.,The thumb was the color of a onion. The thumb is ____.,No,No,No,No
9KNVR6X2DWC4,breadstick,edible,inedible,delighted,sick,"When I tasted the breadstick, I was delighted. The breadstick is ____.","When I tasted the breadstick, I was sick. The breadstick is ____.",No,No,No,No
XXKCFJGVJDTX,music box,musical,discordant,pristine,damaged,Jill's music box was pristine. The music box is ____.,Jill's music box was damaged. The music box is ____.,No,No,No,No
NFN2M74RPJ2Q,cup,empty,full,clear,overflowing,I was trying to drink from the clear cup. The cup is ____.,I was trying to drink from the overflowing cup. The cup is ____.,No,No,Yes,No
NFN2M74RPJ2Q,chessboard,flat,uneven,discolored,warped,"The water damage had left the chessboard discolored, but otherwise undamaged. The chessboard is ____.","The water damage had left the chessboard warped, but otherwise undamaged. The chessboard is ____.",No,No,No,No
9KNVR6X2DWC4,pet food,edible,inedible,accepted,refused,The kitty accepted the food. The pet food is ____.,The kitty refused the food. The pet food is ____.,No,No,No,No
XH7FWCGRRXDJ,cart,empty,overflowing,dumped,packed,The boy dumped potatoes in the cart. The cart is ____.,The boy packed potatoes in the cart. The cart is ____.,No,Yes,No,No
XH7FWCGRRXDJ,stingray,poisonous,delicious,regret,enjoy,Most people would regret eating a stingray. The stingray is ____.,Most people would enjoy eating a stingray. The stingray is ____.,No,No,No,No
FPMCK2P37RW2,crab,edible,ill,tasty,sickly,I caught a crab that was tasty. The crab is ____.,I caught a crab that was sickly. The crab is ____.,No,No,No,No
XH7FWCGRRXDJ,tree trunk,straight,bent,great,terrible,Susan knew that this tree trunk could be made into a great structural post. The tree trunk is ____.,Susan knew that this tree trunk could be made into a terrible structural post. The tree trunk is ____.,No,No,No,Yes
XH7FWCGRRXDJ,barrette,long,broken,lengthy,damaged,I couldn't pin my hair back because my barrette was too lengthy. The barrette is ____.,I couldn't pin my hair back because my barrette was too damaged. The barrette is ____.,Yes,Yes,No,No
FPMCK2P37RW2,broccoli,edible,uneatable,green,purple,The broccoli was a bright green. The broccoli is ____.,The broccoli was a bright purple. The broccoli is ____.,No,No,No,No
NFN2M74RPJ2Q,noose,tight,loose,successful,failed,Daniel's suicide attempt was successful. The noose is ____.,Daniel's suicide attempt was failed. The noose is ____.,No,No,No,No
XH7FWCGRRXDJ,blackberry,poisonous,non-toxic,dead,alive.,"An hour after it ate the blackberry, the lab rat was dead. The blackberry is ____.","An hour after it ate the blackberry, the lab rat was alive.. The blackberry is ____.",No,No,No,No
XJKGQQWFXKTX,trunk,hollow,thick,effortless,difficult,Breaking down the tree trunk with the axe was effortless. The trunk is ____.,Breaking down the tree trunk with the axe was difficult. The trunk is ____.,No,No,No,No
XH7FWCGRRXDJ,blanket,warm,useless,on,broken,Charlotte's electric blanket was on. The blanket is ____.,Charlotte's electric blanket was broken. The blanket is ____.,No,No,No,No
NFN2M74RPJ2Q,incubator,open,closed,cold,warm,The chicks in the incubator were cold. The incubator is ____.,The chicks in the incubator were warm. The incubator is ____.,No,No,No,No
EZCVAWE2HAMP,hose,elastic,inelastic,circle,line,The hose sat on the ground in a circle. The hose is ____.,The hose sat on the ground in a line. The hose is ____.,No,No,No,No
FPMCK2P37RW2,javelin,long,tiny,far,meager,The javelin had a far reach. The javelin is ____.,The javelin had a meager reach. The javelin is ____.,No,No,No,No
NFN2M74RPJ2Q,chain,short,elongated,two,ninety,The chain was made to be two feet long. The chain is ____.,The chain was made to be ninety feet long. The chain is ____.,No,No,No,No
FPMCK2P37RW2,net,empty,stuffed,left,succeeded,Jane went fishing with a net and left. The net is ____.,Jane went fishing with a net and succeeded. The net is ____.,No,No,Yes,No
9KNVR6X2DWC4,visor,transparent,murky,ease,difficulty,Tina could see through the visor with ease. The visor is ____.,Tina could see through the visor with difficulty. The visor is ____.,No,No,No,No
FWD4Z73KK6F6,skewer,long,miniature,lengthy,tiny,"When grilling over a hot flame, safety is a especially a priority depending on how lengthy the skewers are. The skewer is ____.","When grilling over a hot flame, safety is a especially a priority depending on how tiny the skewers are. The skewer is ____.",Yes,Yes,No,Yes
9KNVR6X2DWC4,toilet,open,shut,horrible,fine,The smell from the toilet was horrible when cleaning it. The toilet is ____.,The smell from the toilet was fine when cleaning it. The toilet is ____.,No,No,No,No
XH7FWCGRRXDJ,viewfinder,horizontal,vertical,Sideways,Straight ,Tim has to look Sideways to see through the viewfinder. The viewfinder is ____.,Tim has to look Straight  to see through the viewfinder. The viewfinder is ____.,Yes,Yes,No,No
NFN2M74RPJ2Q,totem pole,ceremonial,informal,authenticated,drawn,The totem pole Erica saw was authenticated. The totem pole is ____.,The totem pole Erica saw was drawn. The totem pole is ____.,No,No,No,Yes
FPMCK2P37RW2,exhaust pipe,cylindrical,flat,soft,loud,Rob's new car was making soft noises from the exhaust pipe. The exhaust pipe is ____.,Rob's new car was making loud noises from the exhaust pipe. The exhaust pipe is ____.,No,No,Yes,Yes
FXAG33X37DRG,cornmeal,bitter,sweet,worst,best,This batch of cornmeal made the worst bread!. The cornmeal is ____.,This batch of cornmeal made the best bread!. The cornmeal is ____.,No,No,No,No
FPMCK2P37RW2,hay,warm,wet,solid,rotten,The hay was proof that the barn roof was solid. The hay is ____.,The hay was proof that the barn roof was rotten. The hay is ____.,No,No,No,No
76VNAHQ9VAC3,detonator,electronic,nonelectronic ,button,plunger,He pushed the button to set off the explosives. The detonator is ____.,He pushed the plunger to set off the explosives. The detonator is ____.,No,No,No,Yes
W9XTVGDF6CV4,kayak,portable,fixed,temporary,permanent,The location of the kayak is temporary. The kayak is ____.,The location of the kayak is permanent. The kayak is ____.,No,Yes,No,No
XH7FWCGRRXDJ,cot,empty,sagging,standing,sleeping,Jacob was standing in his room with a cot. The cot is ____.,Jacob was sleeping in his room with a cot. The cot is ____.,No,No,No,No
C69D7VD39FKM,carousel,empty,full,dismal,crowded,Doreen got on the dismal carousel. The carousel is ____.,Doreen got on the crowded carousel. The carousel is ____.,Yes,Yes,No,No
9KNVR6X2DWC4,turkey,extinct,existing,museum,oven,Gail peered at the bird in the museum. The turkey is ____.,Gail peered at the bird in the oven. The turkey is ____.,No,No,No,No
XH7FWCGRRXDJ,shower cap,circular,square,normal,strange,The shower cap has a normal shape. The shower cap is ____.,The shower cap has a strange shape. The shower cap is ____.,No,No,No,No
XH7FWCGRRXDJ,lingerie,available,stolen,admiration,guilt,Marjorie felt admiration remembering the lingerie at the store. The lingerie is ____.,Marjorie felt guilt remembering the lingerie at the store. The lingerie is ____.,No,No,No,No
XH7FWCGRRXDJ,payphone,portable,fixed,effortless,hard,Richard decided the payphone was effortless to transport. The payphone is ____.,Richard decided the payphone was hard to transport. The payphone is ____.,No,No,No,No
XXKCFJGVJDTX,rattlesnake,edible,harmful,dinner,avoidance,Tim caught the rattlesnake for dinner. The rattlesnake is ____.,Tim caught the rattlesnake for avoidance. The rattlesnake is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,shield,round,square,curve,corner,Phil cried out when he cut his finger on the curve of the shield. The shield is ____.,Phil cried out when he cut his finger on the corner of the shield. The shield is ____.,Yes,No,No,No
VNAQPVX4R36A,dumpling,edible,poisonous,delicious,unnatural,Angela's soup dumpling looked delicious. The dumpling is ____.,Angela's soup dumpling looked unnatural. The dumpling is ____.,No,No,No,No
FWD4Z73KK6F6,figurine,gold,iron,bright,dull,The figurine is a bright color. The figurine is ____.,The figurine is a dull color. The figurine is ____.,No,No,No,No
EZCVAWE2HAMP,pet food,edible,poisonous,safe,dangerous,The dog was able to tell the pet food was safe. The pet food is ____.,The dog was able to tell the pet food was dangerous. The pet food is ____.,No,No,No,No
XXKCFJGVJDTX,gun,empty,full,not,just,Jane had not reloaded the gun. The gun is ____.,Jane had just reloaded the gun. The gun is ____.,No,No,No,No
XH7FWCGRRXDJ,carrot,edible,inedible,tasty,radioactive,Susan found a carrot that was especially tasty. The carrot is ____.,Susan found a carrot that was especially radioactive. The carrot is ____.,No,No,No,No
XH7FWCGRRXDJ,crate,empty,full,returned,packed,Carlos returned the crate. The crate is ____.,Carlos packed the crate. The crate is ____.,No,Yes,No,No
EZCVAWE2HAMP,nest,small,large,hummingbird,eagle,This nest is for a hummingbird. The nest is ____.,This nest is for a eagle. The nest is ____.,No,No,No,No
9KNVR6X2DWC4,paper,free,expensive,available,sold,The office said the fancy paper was available to new employees. The paper is ____.,The office said the fancy paper was sold to new employees. The paper is ____.,Yes,No,No,No
FPMCK2P37RW2,leg,dead,normal,hanging,attached,Jill's leg was hanging by the limb. The leg is ____.,Jill's leg was attached by the limb. The leg is ____.,No,No,No,No
XXKCFJGVJDTX,solar panel,passive,active,sunlight,pumps,The solar panel was powered by sunlight. The solar panel is ____.,The solar panel was powered by pumps. The solar panel is ____.,No,No,Yes,No
FPMCK2P37RW2,trunk,round,rectangular,balls,boxes,Marco could fit balls perfectly in the trunk. The trunk is ____.,Marco could fit boxes perfectly in the trunk. The trunk is ____.,No,No,Yes,No
XXKCFJGVJDTX,train car,open,unavailable,waiting,closed,Kim walked up to the train car and saw that it was waiting for passengers. The train car is ____.,Kim walked up to the train car and saw that it was closed for passengers. The train car is ____.,No,No,No,No
XJKGQQWFXKTX,skin,dry,moisturizer,flaky,smooth,My skin is always flaky. The skin is ____.,My skin is always smooth. The skin is ____.,No,No,No,No
NFN2M74RPJ2Q,melon,edible,discoloured,green,rotten,Carla walked outside to look at her green melon. The melon is ____.,Carla walked outside to look at her rotten melon. The melon is ____.,No,No,No,No
XXKCFJGVJDTX,funnel,circular,flat,spinning,collapsed,The funnel is spinning. The funnel is ____.,The funnel is collapsed. The funnel is ____.,No,Yes,No,Yes
XJKGQQWFXKTX,test tube,cylindrical,asymmetric,warmed,warped,The test tube was warmed by the heat. The test tube is ____.,The test tube was warped by the heat. The test tube is ____.,No,No,No,No
QHKQ32WVQEGN,yo-yo,plastic,glass,fine,destroyed,Jane's yo-yo would be fine if she dropped it on the ground. The yo-yo is ____.,Jane's yo-yo would be destroyed if she dropped it on the ground. The yo-yo is ____.,No,No,No,No
NFN2M74RPJ2Q,chick,dead,lively,silent,noisy,The chick is silent. The chick is ____.,The chick is noisy. The chick is ____.,No,No,No,No
FPMCK2P37RW2,praying mantis,edible,inedible,real,fake,Ciara had a real praying mantis. The praying mantis is ____.,Ciara had a fake praying mantis. The praying mantis is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,pan,hot,cool,painful,safe,It would be painful to touch the pan. The pan is ____.,It would be safe to touch the pan. The pan is ____.,No,No,No,No
