Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
okra	edible	uneatable	nutritious	useless	The okra makes for a [MASK] snack. The okra is uneatable.	useless	nutritious	4
hyena	prey	assailant	fleeing	chasing	The is [MASK] the animal. The hyena is assailant.	chasing	fleeing	4
scallop	long	short	inches	millimeters	Tina measured the scallop and found it to be four [MASK] long. The scallop is short.	millimeters	inches	4
paddle	long	tiny	correct	doll	Kyle bought a paddle online for his canoe, and it was the [MASK] size. The paddle is tiny.	doll	correct	4
gold	precious	fake	sold	kept	Trixie took her gold to the pawn shop to sell it to them and [MASK] it. The gold is fake.	kept	sold	4
mustache	thick	sparse	hefty	patchy	Paul shaved his [MASK] mustache. The mustache is sparse.	patchy	hefty	4
ring	circular	square	wearing	wrestling	My husband gave me a ring for [MASK]. The ring is square.	wrestling	wearing	4
caramel	orange	unlit	cooked	mixed	The chef [MASK] the caramel ingredients. The caramel is unlit.	mixed	cooked	4
tarantula	edible	inedible	alive	decayed	Yolanda's blue tarantula is [MASK]. The tarantula is inedible.	decayed	alive	4
bottle	full	desolate	water	nothing	Bill turn the bottle over and [MASK] spilled out. The bottle is desolate.	nothing	water	4
stingray	poisonous	edible	hazard	delicacy	In Australia, this stingray is a [MASK]. The stingray is edible.	delicacy	hazard	4
blind	free	expensive	trash	display	The blind was in the [MASK]. The blind is expensive.	display	trash	4
wooden leg	rigid	bendable	spear	bow	The wooden leg resembled a [MASK]. The wooden leg is bendable.	bow	spear	4
slime	poisonous	non-toxic	dangerous	unthreatening	The men who were handling the barrels of slime from the factory were instructed it was [MASK] if inhaled. The slime is non-toxic.	unthreatening	dangerous	4
crouton	circular	rectangular	rounded	pointed	Marks favorite croutons had [MASK] corners when chewing. The crouton is rectangular.	pointed	rounded	4
lime	edible	poisonous	full	unwell	After eating the lime Jane was [MASK]. The lime is poisonous.	unwell	full	4
pie	good	bad	award	insult	Jackie received an [MASK] for her pie. The pie is bad.	insult	award	4
vent	vertical	sideways	standing	horizontal	The repairman eyed the weird [MASK] vent. The vent is sideways.	horizontal	standing	4
bedpost	straight	slanted	zero	five	The top of the bedpost was [MASK] inches to the left of the base. The bedpost is slanted.	five	zero	4
gong	large	tiny	pyramid	desk	The bronze gong sat on top of the [MASK]. The gong is tiny.	desk	pyramid	4
pothole	shallow	deep	easy	difficult	The pothole proved to be [MASK] to manage. The pothole is deep.	difficult	easy	4
clipboard	empty	overflowing	nanometers	inches	The clipboard's clip was [MASK] away from the backboard. The clipboard is overflowing.	inches	nanometers	4
grass	long	scalped	uncut	burned	The owner arrived to find the grass [MASK]. The grass is scalped.	burned	uncut	4
stamp	circular	star	sun	starfish	Laura used a stamp that was a [MASK]. The stamp is star.	starfish	sun	4
pear	fruit	toy	squished	squeaked	Susan squeezed the pear until it [MASK]. The pear is toy.	squeaked	squished	4
brooch	simple	fancy	bored	amazed	Sally was [MASK] by the design of the brooch. The brooch is fancy.	amazed	bored	4
closet	empty	full	hours	years	Douglas had lived in his apartment for three [MASK]. The closet is full.	years	hours	4
rattlesnake	extinct	existing	never	often	Bill [MASK] encountered rattlesnakes these days. The rattlesnake is existing.	often	never	4
lingerie	expensive	inexpensive	difficulty	ease	Matt could afford the lingerie for his girlfriend with [MASK]. The lingerie is inexpensive.	ease	difficulty	4
octopus	amphibious	marine	also	not	The octopus can live in the water and [MASK] on land. The octopus is marine.	not	also	4
basil	poisonous	delicious	pollutants	nutrients	The basil grew in soil rich in [MASK]. The basil is delicious.	nutrients	pollutants	4
garlic	edible	inedible	grocery	candle	Jane picked up the garlic in the [MASK] department. The garlic is inedible.	candle	grocery	4
fudge	edible	inedible	refrigerator	trash	Emily left the fudge in the [MASK] overnight. The fudge is inedible.	trash	refrigerator	4
wasp	important	trivial	clear	hostile	The wasp kees the area [MASK] when looking for insects. The wasp is trivial.	hostile	clear	4
compass	right	wrong	forward	behind	Walking the north the compass was pointing [MASK]. The compass is wrong.	behind	forward	4
hotdog	hot	cold	grilled	raw	I prefer my hotdogs to be [MASK]. The hotdog is cold.	raw	grilled	4
vase	empty	full	much	no	There was [MASK] room left for flowers in the vase. The vase is full.	no	much	4
raft	full	unused	all	none	Smith had loaded [MASK] of the cargo onto the raft. The raft is unused.	none	all	4
handlebar	straight	bent	children's	racing	Tilly's handlebar is for a [MASK] bike. The handlebar is bent.	racing	children's	4
pet food	available	unavailable	happy	hungry	Tonight Mike's pets would be [MASK]. The pet food is unavailable.	hungry	happy	4
ruby	precious	tiny	regal	cheap	The ruby made the crown look [MASK]. The ruby is tiny.	cheap	regal	4
prism	circular	heart	marble	prospective	The prism would be a good gift for a [MASK] lover. The prism is heart.	prospective	marble	4
map	accurate	wrong	here	lost	The map got me [MASK]. The map is wrong.	lost	here	4
nest	empty	filled	no	ten	Much to his surprise, Mike found [MASK] eggs in the nest. The nest is filled.	ten	no	4
cashew	bitter	savory	spit	swallowed	Dale bit into the cashew and [MASK] it. The cashew is savory.	swallowed	spit	4
barbed wire	invisible	visible	missed	saw	Violet [MASK] the barbed wire while running away. The barbed wire is visible.	saw	missed	4
skin	smooth	coarse	silk	sandpaper	His skin felt like [MASK]. The skin is coarse.	sandpaper	silk	4
computer	here	missing	known	unknown	The location of Jin's computer is [MASK]. The computer is missing.	unknown	known	4
cotton candy	sweet	bitter	smiley	rotten	The young boy made a [MASK] face as he ate the cotton candy. The cotton candy is bitter.	rotten	smiley	4
recorder	portable	unwieldy	ease	difficulty	One person is able to carry the recorder with [MASK]. The recorder is unwieldy.	difficulty	ease	4
rooster	important	gone	protected	eaten	Bill had already [MASK] the rooster by sundown. The rooster is gone.	eaten	protected	4
funnel	circular	unrounded	Dropped	Shoved 	Marco [MASK] the ball down the funnel. The funnel is unrounded.	Shoved 	Dropped	4
coral	abundant	rare	bored	thrilled	The scientist was [MASK] by the coral finding. The coral is rare.	thrilled	bored	4
jug	small	large	ounce	liter	Jerry's jug can hold one [MASK] of liquid. The jug is large.	liter	ounce	4
lizard	edible	harmful	chicken	chemicals	The Florida man grabbed the lizard realizing he smells like [MASK]. The lizard is harmful.	chemicals	chicken	4
inkwell	empty	full	finished	added	Laura had [MASK] ink in her inkwell. The inkwell is full.	added	finished	4
fig	edible	inedible	delicious	decorative	Bill bought a [MASK] fig. The fig is inedible.	decorative	delicious	4
snack	edible	harmful	full	sick	Eating the snack made bill [MASK]. The snack is harmful.	sick	full	4
petal	pink	blue	warmer	cooler	The color of the flower petals made the white room feel [MASK]. The petal is blue.	cooler	warmer	4
punch	strong	weak	brick	paper	Mike was strong enough to break a [MASK] wall. The punch is weak.	paper	brick	4
test tube	circular	rectangular	rack	table	Mary put the test tube on the [MASK]. The test tube is rectangular.	table	rack	4
honey	good	awful	orange	bleach	Sam bought honey that tasted slightly of [MASK]. The honey is awful.	bleach	orange	4
dishwashing liquid	liquid	solidified	poured	thudded	The dishwashing liquid [MASK] onto the counter. The dishwashing liquid is solidified.	thudded	poured	4
pine tree	evergreen	deciduous	drought	winter	All of the pine tree's needles fell off during the [MASK]. The pine tree is deciduous.	winter	drought	4
yogurt	sweet	tart	smiled	frowned	John swallowed the yogurt and [MASK]. The yogurt is tart.	frowned	smiled	4
toe	long	short	larger	smaller	Suzy had to get [MASK] shoes, on account of her abnormal toe. The toe is short.	smaller	larger	4
shower	cold	scalding	pale	red	Mike's skin turned [MASK] in the shower water. The shower is scalding.	red	pale	4
mail	anonymous	identifiable	stranger	friend	I received a letter in the mail from a [MASK]. The mail is identifiable.	friend	stranger	4
kazoo	musical	dislodged	playable	broken	In music class, some of us ended up with a [MASK].kazoo. The kazoo is dislodged.	broken	playable	4
seismograph	obsolete	relevant	useless	valuable	Using a seismograph is [MASK]. The seismograph is relevant.	valuable	useless	4
eyedropper	long	short	vaginas	noses	The eyedropper was designed to go into [MASK]. The eyedropper is short.	noses	vaginas	4
fingerprint	visible	hidden	on	under	The thief left a fingerprint [MASK] the coffee table. The fingerprint is hidden.	under	on	4
pill	poison	medicine	died	recovered	Susan tool the pills and [MASK]. The pill is medicine.	recovered	died	4
thread	long	trimmed	enough	insufficient	The thread was [MASK] to tie the package shut. The thread is trimmed.	insufficient	enough	4
leek	edible	toxic	Refreshed	Sick 	Mary took a bite of the leek and felt [MASK]. The leek is toxic.	Sick 	Refreshed	4
sauerkraut	German	english	Berlin	UK	Factual information from [MASK] over the origin of sauerkraut. was found. The sauerkraut is english.	UK	Berlin	4
pineapple	edible	inedible	refrigerator	sun	The pineapple had sat in the [MASK] for a week. The pineapple is inedible.	sun	refrigerator	4
spacesuit	portable	stuck	ship	display	Patsy is using a spacesuit in a [MASK]. The spacesuit is stuck.	display	ship	4
cup	full	bare	coffee	air	The cup has [MASK] in it as Darren holds it. The cup is bare.	air	coffee	4
backpack	heavy	light	rocks	feathers	Jane filled the backpack with [MASK]. The backpack is light.	feathers	rocks	4
pillbox	empty	full	no	many	Jim looked in the pillbox and found there were [MASK] pills. The pillbox is full.	many	no	4
sewing kit	complete	unfinished	all	some	Tara's sewing kit has [MASK] of the things it needs. The sewing kit is unfinished.	some	all	4
olive	edible	toxic	better	worse	Eating the olive will make you feel [MASK]. The olive is toxic.	worse	better	4
marble	precious	cheap	Carrara	simulated	The marble was [MASK]. The marble is cheap.	simulated	Carrara	4
hippopotamus	amphibious	aquatic	partially	solely	The hippopotamus lives [MASK] in water. The hippopotamus is aquatic.	solely	partially	4
vial	empty	overflowing	clean 	spilling	Brad needed a vial that was [MASK]. The vial is overflowing.	spilling	clean 	4
strap	elastic	inflexible	bra	seatbelt	The strap was part of a [MASK]. The strap is inflexible.	seatbelt	bra	4
laundry basket	empty	brimming	Saturday	now	Jordan needs to do laundry [MASK]. The laundry basket is brimming.	now	Saturday	4
nest	small	huge	hummingbird	emu	The nest held [MASK] eggs. The nest is huge.	emu	hummingbird	4
lemon	edible	brown	perfect	rotten	The lemon in John's package was [MASK]. The lemon is brown.	rotten	perfect	4
milkshake	sweet	bitter	sugar	lemon	Susan put extra [MASK] in her milkshake. The milkshake is bitter.	lemon	sugar	4
chalice	gold	silver	steel	stone	The chalice is composed of [MASK]. The chalice is silver.	stone	steel	4
aquarium	empty	full	closed	open	Jimbo went to the fish wholesaler who was [MASK] to buy fish for the aquarium. The aquarium is full.	open	closed	4
swimming pool	open	closed	many	no	There were [MASK] people at the swimming pool today. The swimming pool is closed.	no	many	4
snow	deep	shallow	waist	ankle	John stepped into the snow drift, sinking up to his [MASK]. The snow is shallow.	ankle	waist	4
coyote	extinct	present	missed	enjoyed	The coyote enthusiast [MASK] coyotes. The coyote is present.	enjoyed	missed	4
bell pepper	edible	inedible	flavor	poison	I used the bell pepper for [MASK]. The bell pepper is inedible.	poison	flavor	4
candy	good	bad	gourmet	stale	I used [MASK] in the recipe. The candy is bad.	stale	gourmet	4
pearl	there	gone	holding	missing	I was [MASK] the pearl. The pearl is gone.	missing	holding	4
seaplane	amphibious	marine	and	not	Bill's seaplane can land in the water [MASK] the land. The seaplane is marine.	not	and	4
hand	strong	injured	chains	bandages	I noticed that her right hand was wrapped with [MASK]. The hand is injured.	bandages	chains	4
lantern	light	heavy	carry	drag	I was able to [MASK] the lantern there. The lantern is heavy.	drag	carry	4
spool	long	little	canyon	sidewalk	There's enough string on the spool to span a [MASK]. The spool is little.	sidewalk	canyon	4
coyote	extinct	existent	no	many	There are [MASK] coyotes left in the world. The coyote is existent.	many	no	4
fruit	edible	poisonous	great	sick	The fruit made mike feel [MASK]. The fruit is poisonous.	sick	great	4
water cooler	portable	fixed	kilograms	tons	The water cooler weighed several [MASK]. The water cooler is fixed.	tons	kilograms	4
cooker	hot	warm	burned	comforted	Tammy lifted up the cooker and it [MASK] her. The cooker is warm.	comforted	burned	4
shower cap	circular	square	normal	strange	The shower cap has a [MASK] shape. The shower cap is square.	strange	normal	4
stuffing	good	poor	ate	left	At dinner everyone [MASK] the stuffing. The stuffing is poor.	left	ate	4
owl	large	puny	accurate	misleading	The enormous shadow of the owl was [MASK]. The owl is puny.	misleading	accurate	4
orange rind	orange	green	vibrant	unripe	If you are wanting the very best-tasting orange, be on the lookout for a [MASK] hue of its rind. The orange rind is green.	unripe	vibrant	4
champagne	good	terrible	impressed	disappointed	Mike was [MASK] by the quality of the champagne. The champagne is terrible.	disappointed	impressed	4
melon	edible	discoloured	green	rotten	Carla walked outside to look at her [MASK] melon. The melon is discoloured.	rotten	green	4
snack	delicious	horrible	devoured	discarded	Kevin [MASK] the snack. The snack is horrible.	discarded	devoured	4
pretzel	edible	uneatable	bag	toilet	Kevin's pretzel is in his [MASK]. The pretzel is uneatable.	toilet	bag	4
wetsuit	optional	mandatory	safe	dangerous	The water [MASK] to go into the water without a wetsuit. The wetsuit is mandatory.	dangerous	safe	4
hammock	long	small	humans	dolls	The hammock is for [MASK]. The hammock is small.	dolls	humans	4
machine gun	portable	stuck	easy	impossible	It was [MASK] to remove the machine gun. The machine gun is stuck.	impossible	easy	4
birdcage	large	small	toucan	lovebird	Harry bought a birdcage for his [MASK]. The birdcage is small.	lovebird	toucan	4
